status,loan_amnt,term,annual_inc,dti,payment_inc_ratio,revol_bal,revol_util,purpose,home_ownership,delinq_2yrs_zero,pub_rec_zero,open_acc,grade,outcome,emp_length,purpose_,home_,emp_len_
Fully Paid,10000,36 months,56700,13.9,7.25608,8063.0,94.7,debt_consolidation,MORTGAGE,0,0,9,5.0,paid off,10,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,6400,36 months,53000,19.15,4.88989,9954.0,88.1,car,MORTGAGE,1,1,10,4.4,paid off,4,major_purchase,MORTGAGE, > 1 Year
Fully Paid,16000,36 months,110000,12.03,5.85884,10907.0,82.6,debt_consolidation,OWN,1,1,7,4.2,paid off,11,debt_consolidation,OWN, > 1 Year
Fully Paid,18000,36 months,95000,19.71,7.71335,13838.0,37.9,credit_card,MORTGAGE,1,1,12,4.6,paid off,11,credit_card,MORTGAGE, > 1 Year
Charged Off,7000,36 months,58000,20.44,4.93924,35469.0,63.7,other,RENT,0,1,18,4.8,default,3,other,RENT, > 1 Year
Fully Paid,4000,36 months,250000,2.77,0.594048,1002.0,2.4,credit_card,MORTGAGE,1,1,17,6.6,paid off,3,credit_card,MORTGAGE, > 1 Year
Charged Off,25000,36 months,220000,17.51,4.46389,32888.0,75.4,moving,RENT,1,1,9,5.8,default,9,other,RENT, > 1 Year
Fully Paid,15000,36 months,38000,18.28,16.4978,14194.0,87.1,credit_card,MORTGAGE,1,1,11,3.6,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,18000,36 months,65000,20.95,11.5134,19719.0,98.6,credit_card,RENT,1,1,6,3.4,paid off,2,credit_card,RENT, > 1 Year
Fully Paid,7200,36 months,115731,5.64,2.30987,17631.0,41.4,debt_consolidation,MORTGAGE,1,1,8,6.6,paid off,4,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,35000,15.26,11.6314,13071.0,50.3,debt_consolidation,RENT,0,1,6,4.6,paid off,3,debt_consolidation,RENT, > 1 Year
Fully Paid,11500,36 months,42000,3.2,10.278,5421.0,14.7,credit_card,RENT,1,1,7,7.0,paid off,11,credit_card,RENT, > 1 Year
Fully Paid,3000,36 months,36000,9.2,3.12833,16251.0,83.3,debt_consolidation,RENT,1,1,4,7.0,paid off,4,debt_consolidation,RENT, > 1 Year
Fully Paid,8000,36 months,74500,3.4,4.15071,7513.0,89.4,debt_consolidation,MORTGAGE,1,1,8,5.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,6500,36 months,71046,13.51,3.59395,25060.0,89.3,other,MORTGAGE,1,1,16,5.8,paid off,11,other,MORTGAGE, > 1 Year
Fully Paid,6250,36 months,19250,14.65,13.8558,6574.0,95.3,debt_consolidation,RENT,1,1,4,2.4,paid off,2,debt_consolidation,RENT, > 1 Year
Fully Paid,21250,36 months,53000,24.09,15.5814,13851.0,60.5,credit_card,RENT,1,1,7,5.4,paid off,4,credit_card,RENT, > 1 Year
Fully Paid,15000,36 months,37818,8.25,16.1469,16753.0,54.7,debt_consolidation,RENT,1,1,9,4.6,paid off,6,debt_consolidation,RENT, > 1 Year
Fully Paid,2000,36 months,30000,16.48,2.7428,23.0,7.7,home_improvement,RENT,1,1,2,5.0,paid off,5,home_improvement,RENT, > 1 Year
Fully Paid,15000,36 months,46551,6.75,12.5901,6919.0,76.0,debt_consolidation,MORTGAGE,1,1,5,5.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,34132,19.72,13.7368,11272.0,67.1,debt_consolidation,RENT,1,1,9,5.6,paid off,1,debt_consolidation,RENT, > 1 Year
Fully Paid,10000,36 months,35000,14.13,11.6314,9204.0,84.4,debt_consolidation,RENT,1,1,9,4.6,paid off,6,debt_consolidation,RENT, > 1 Year
Fully Paid,7000,36 months,41000,23.36,6.87717,15731.0,38.7,debt_consolidation,RENT,1,1,8,4.2,paid off,4,debt_consolidation,RENT, > 1 Year
Fully Paid,18000,36 months,50000,1.06,13.5132,30769.0,41.4,debt_consolidation,MORTGAGE,1,1,9,7.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,14500,36 months,43200,23.72,13.7364,11904.0,50.0,debt_consolidation,RENT,1,1,12,4.8,default,4,debt_consolidation,RENT, > 1 Year
Charged Off,24000,36 months,320000,4.32,2.9304,3469.0,8.9,credit_card,MORTGAGE,0,1,12,5.6,default,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,2500,36 months,43200,0.0,2.23694,0.0,0.0,major_purchase,MORTGAGE,1,1,2,5.2,paid off,11,major_purchase,MORTGAGE, > 1 Year
Fully Paid,15000,36 months,63000,11.5,9.35295,5636.0,21.1,credit_card,MORTGAGE,1,1,10,5.8,paid off,4,credit_card,MORTGAGE, > 1 Year
Fully Paid,3000,36 months,42000,10.37,3.096,480.0,96.0,other,RENT,1,0,3,3.0,paid off,6,other,RENT, > 1 Year
Fully Paid,18000,36 months,50000,7.44,14.5778,14050.0,63.9,debt_consolidation,RENT,1,1,8,4.4,paid off,6,debt_consolidation,RENT, > 1 Year
Fully Paid,10000,36 months,120000,17.4,3.3567,29476.0,57.6,debt_consolidation,MORTGAGE,0,1,8,4.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,20000,36 months,90000,12.41,9.58187,46674.0,82.5,other,MORTGAGE,1,1,9,2.8,default,1,other,MORTGAGE, > 1 Year
Fully Paid,16000,36 months,73000,9.5,8.22723,23724.0,40.5,debt_consolidation,MORTGAGE,1,1,11,7.0,paid off,0,debt_consolidation,MORTGAGE, < 1 Year
Fully Paid,12800,36 months,70000,13.97,7.40469,20428.0,55.2,debt_consolidation,MORTGAGE,0,1,15,4.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,22000,36 months,82000,12.79,10.5392,20916.0,68.8,debt_consolidation,RENT,1,1,5,5.8,paid off,7,debt_consolidation,RENT, > 1 Year
Fully Paid,16750,36 months,28000,17.01,22.455,7842.0,11.8,medical,OWN,1,1,9,7.0,paid off,0,medical,OWN, < 1 Year
Fully Paid,24250,36 months,306000,10.32,3.24322,31296.0,83.7,debt_consolidation,RENT,1,1,12,4.8,paid off,3,debt_consolidation,RENT, > 1 Year
Fully Paid,9250,36 months,43000,13.0,8.71088,5184.0,89.4,debt_consolidation,MORTGAGE,1,1,8,4.4,paid off,7,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,11200,36 months,46873,9.81,8.87129,13868.0,15.0,debt_consolidation,MORTGAGE,1,1,14,6.6,paid off,10,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,25000,36 months,80000,14.21,12.9245,3440.0,21.5,debt_consolidation,MORTGAGE,1,1,9,3.2,paid off,4,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,4000,36 months,24000,12.85,6.785,5473.0,85.5,other,RENT,1,1,8,4.6,paid off,3,other,RENT, > 1 Year
Fully Paid,25000,36 months,138571,7.22,7.46156,25737.0,64.0,debt_consolidation,MORTGAGE,1,1,15,3.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,6000,36 months,72000,17.05,3.29117,11515.0,49.8,home_improvement,OWN,1,1,9,6.0,paid off,6,home_improvement,OWN, > 1 Year
Charged Off,5550,36 months,31000,1.59,7.07071,1095.0,32.2,car,RENT,1,1,4,6.0,default,6,major_purchase,RENT, > 1 Year
Fully Paid,6000,36 months,62000,24.33,3.76084,9949.0,38.0,credit_card,RENT,0,1,20,5.4,paid off,3,credit_card,RENT, > 1 Year
Fully Paid,13500,36 months,53184,12.84,9.97134,13187.0,85.1,debt_consolidation,MORTGAGE,1,1,6,5.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,12500,36 months,60000,18.22,8.4364,21394.0,69.7,debt_consolidation,MORTGAGE,1,1,7,4.4,paid off,6,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,25000,36 months,80000,12.24,12.5874,10538.0,89.3,debt_consolidation,MORTGAGE,1,1,7,4.2,paid off,1,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,7000,36 months,28038,14.51,9.37171,13250.0,60.1,debt_consolidation,RENT,1,1,6,7.0,paid off,3,debt_consolidation,RENT, > 1 Year
Fully Paid,12000,36 months,43000,15.04,11.3607,18494.0,81.8,debt_consolidation,MORTGAGE,1,1,7,4.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,3000,36 months,68000,19.22,1.77706,6359.0,92.2,other,MORTGAGE,1,0,8,4.2,paid off,10,other,MORTGAGE, > 1 Year
Fully Paid,3000,36 months,67000,13.09,1.86161,0.0,0.0,other,RENT,1,1,3,3.4,paid off,3,other,RENT, > 1 Year
Fully Paid,8400,36 months,55000,10.08,5.73295,8195.0,41.0,debt_consolidation,RENT,1,1,5,7.0,paid off,3,debt_consolidation,RENT, > 1 Year
Fully Paid,15000,36 months,50000,9.46,11.261,15195.0,32.8,debt_consolidation,RENT,1,1,6,7.0,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,3500,36 months,15600,3.62,9.47538,1438.0,59.9,major_purchase,RENT,1,1,3,4.0,paid off,3,major_purchase,RENT, > 1 Year
Fully Paid,16000,36 months,135000,10.03,4.63076,40280.0,62.6,credit_card,RENT,1,1,9,5.6,paid off,11,credit_card,RENT, > 1 Year
Fully Paid,5500,36 months,44400,16.68,4.98973,6756.0,96.5,other,RENT,1,1,3,4.2,paid off,3,other,RENT, > 1 Year
Fully Paid,11000,36 months,70000,11.71,5.86646,10889.0,22.8,debt_consolidation,MORTGAGE,1,1,13,6.8,paid off,3,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10700,36 months,150000,16.99,2.93472,34682.0,90.3,credit_card,MORTGAGE,1,1,16,5.0,paid off,1,credit_card,MORTGAGE, > 1 Year
Fully Paid,6000,36 months,20000,5.64,12.1482,0.0,0.0,other,RENT,1,1,2,4.4,paid off,2,other,RENT, > 1 Year
Fully Paid,8400,36 months,42000,10.74,7.50743,15227.0,49.8,credit_card,RENT,1,1,6,7.0,paid off,1,credit_card,RENT, > 1 Year
Fully Paid,13000,36 months,36000,22.83,14.5457,13100.0,80.4,debt_consolidation,RENT,1,1,12,4.2,paid off,9,debt_consolidation,RENT, > 1 Year
Fully Paid,15000,36 months,81120,15.25,7.18609,3983.0,22.1,credit_card,MORTGAGE,1,1,10,5.4,paid off,4,credit_card,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,60000,8.1,6.4422,10873.0,64.0,debt_consolidation,RENT,1,1,8,5.2,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,12000,36 months,30000,14.6,15.6288,5808.0,26.8,other,RENT,1,1,5,5.6,paid off,5,other,RENT, > 1 Year
Fully Paid,8250,36 months,33000,11.53,9.87345,8467.0,47.0,debt_consolidation,RENT,1,0,7,6.0,paid off,5,debt_consolidation,RENT, > 1 Year
Fully Paid,8000,36 months,36000,10.27,8.34167,6784.0,16.1,debt_consolidation,MORTGAGE,1,1,15,7.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,6000,36 months,106000,19.53,2.22362,18316.0,24.6,credit_card,MORTGAGE,1,1,24,5.8,paid off,4,credit_card,MORTGAGE, > 1 Year
Fully Paid,12000,36 months,60000,5.42,7.5074,699.0,7.0,wedding,RENT,1,1,7,7.0,paid off,1,other,RENT, > 1 Year
Fully Paid,10000,36 months,37000,8.08,10.6171,1288.0,6.4,home_improvement,MORTGAGE,1,1,4,5.8,paid off,11,home_improvement,MORTGAGE, > 1 Year
Charged Off,8550,36 months,42000,18.89,7.91114,3364.0,64.7,debt_consolidation,RENT,1,1,8,5.4,default,6,debt_consolidation,RENT, > 1 Year
Fully Paid,6500,36 months,45600,13.24,5.59947,6116.0,45.3,debt_consolidation,RENT,1,1,8,5.8,paid off,3,debt_consolidation,RENT, > 1 Year
Fully Paid,6400,36 months,37850,13.22,6.5358,2579.0,35.8,house,RENT,1,1,5,5.2,paid off,2,home_improvement,RENT, > 1 Year
Fully Paid,25000,36 months,47000,10.85,22.3473,13966.0,86.2,debt_consolidation,RENT,1,1,6,3.8,paid off,4,debt_consolidation,RENT, > 1 Year
Fully Paid,5000,36 months,103992,9.7,1.80487,0.0,0.0,moving,RENT,1,1,14,7.0,paid off,11,other,RENT, > 1 Year
Fully Paid,10000,36 months,33078,10.86,11.2861,1947.0,36.7,debt_consolidation,RENT,1,1,7,6.8,paid off,5,debt_consolidation,RENT, > 1 Year
Fully Paid,11000,36 months,43000,14.62,9.60251,8010.0,18.2,credit_card,MORTGAGE,1,1,12,7.0,paid off,10,credit_card,MORTGAGE, > 1 Year
Charged Off,10000,36 months,43200,13.39,8.9475,0.0,0.0,major_purchase,RENT,1,1,4,5.2,default,1,major_purchase,RENT, > 1 Year
Fully Paid,6000,36 months,54000,6.53,4.59533,7505.0,80.3,moving,RENT,1,0,13,3.2,paid off,11,other,RENT, > 1 Year
Fully Paid,18500,36 months,60000,24.8,12.112,1609.0,53.6,home_improvement,RENT,1,1,11,5.8,paid off,5,home_improvement,RENT, > 1 Year
Fully Paid,20000,36 months,130208,1.77,6.18699,3157.0,78.9,other,MORTGAGE,1,1,3,4.2,paid off,11,other,MORTGAGE, > 1 Year
Fully Paid,2800,36 months,40000,22.02,2.7204,6907.0,67.7,credit_card,RENT,1,1,10,5.4,paid off,9,credit_card,RENT, > 1 Year
Fully Paid,2500,36 months,52000,13.11,1.98854,21501.0,71.2,debt_consolidation,MORTGAGE,0,1,8,3.2,paid off,4,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,21600,36 months,77248,17.48,11.4434,32472.0,79.8,debt_consolidation,MORTGAGE,1,1,12,4.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,17600,36 months,77000,13.2,9.30499,10987.0,61.7,credit_card,RENT,1,1,10,4.6,paid off,4,credit_card,RENT, > 1 Year
Fully Paid,5000,36 months,42000,17.71,4.92371,16299.0,73.8,small_business,RENT,1,1,9,3.2,paid off,3,small_business,RENT, > 1 Year
Fully Paid,9000,36 months,62839,2.88,5.98596,5095.0,19.9,major_purchase,RENT,0,0,10,3.6,paid off,11,major_purchase,RENT, > 1 Year
Fully Paid,13750,36 months,30000,18.88,18.8564,9301.0,14.9,debt_consolidation,MORTGAGE,0,1,24,5.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Charged Off,1750,36 months,11440,18.46,6.16259,2538.0,57.7,other,OWN,1,1,10,4.2,default,4,other,OWN, > 1 Year
Fully Paid,10000,36 months,86000,0.0,4.56781,0.0,0.0,major_purchase,MORTGAGE,1,1,4,5.8,paid off,8,major_purchase,MORTGAGE, > 1 Year
Fully Paid,11000,36 months,70000,18.53,6.20623,33833.0,42.9,debt_consolidation,MORTGAGE,1,1,24,6.0,paid off,9,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,24250,36 months,115200,13.19,8.31354,26558.0,70.1,credit_card,RENT,1,1,9,6.0,paid off,1,credit_card,RENT, > 1 Year
Fully Paid,6525,36 months,38000,10.11,7.25179,2494.0,62.3,other,RENT,1,1,3,4.0,paid off,2,other,RENT, > 1 Year
Fully Paid,10000,36 months,85680,8.47,5.05854,23001.0,70.3,debt_consolidation,MORTGAGE,0,1,10,3.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,3000,36 months,42000,22.34,2.87714,6536.0,25.3,credit_card,RENT,1,1,10,4.2,paid off,1,credit_card,RENT, > 1 Year
Charged Off,10000,36 months,125000,14.24,3.12576,39850.0,17.6,other,RENT,1,1,15,5.6,default,6,other,RENT, > 1 Year
Fully Paid,14500,36 months,92400,19.47,5.89052,15117.0,17.2,debt_consolidation,MORTGAGE,1,1,13,7.0,paid off,9,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,7000,36 months,55000,24.24,5.18116,29053.0,82.8,debt_consolidation,MORTGAGE,1,1,11,4.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,2500,36 months,65000,7.05,1.41249,5629.0,11.3,home_improvement,MORTGAGE,1,1,9,6.2,paid off,11,home_improvement,MORTGAGE, > 1 Year
Fully Paid,9000,36 months,120000,3.93,2.9147,4570.0,12.8,medical,MORTGAGE,1,1,5,5.4,paid off,6,medical,MORTGAGE, > 1 Year
Fully Paid,13000,36 months,56000,17.16,8.71393,14698.0,48.3,debt_consolidation,MORTGAGE,1,1,12,7.0,paid off,9,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,1200,36 months,54000,5.47,0.9,2584.0,40.4,debt_consolidation,OWN,1,1,5,4.4,paid off,11,debt_consolidation,OWN, > 1 Year
Fully Paid,24000,36 months,100000,8.63,9.32688,3315.0,6.0,debt_consolidation,MORTGAGE,1,1,6,5.4,paid off,1,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,15000,36 months,40000,11.22,14.4948,14067.0,38.8,debt_consolidation,RENT,1,1,8,5.2,paid off,11,debt_consolidation,RENT, > 1 Year
Fully Paid,21000,36 months,90000,15.09,9.2152,36120.0,91.9,other,MORTGAGE,1,1,6,6.0,paid off,11,other,MORTGAGE, > 1 Year
Fully Paid,9000,36 months,28800,18.67,12.2758,13483.0,57.5,debt_consolidation,RENT,1,1,9,5.8,paid off,6,debt_consolidation,RENT, > 1 Year
Fully Paid,8000,36 months,72000,14.18,4.69267,5222.0,36.0,medical,MORTGAGE,0,0,11,4.0,paid off,11,medical,MORTGAGE, > 1 Year
Charged Off,22000,36 months,49000,21.22,18.181,25431.0,51.9,debt_consolidation,RENT,1,1,23,4.4,default,11,debt_consolidation,RENT, > 1 Year
Charged Off,3000,36 months,13200,14.18,8.92818,2189.0,87.6,debt_consolidation,RENT,1,1,7,5.8,default,1,debt_consolidation,RENT, > 1 Year
Fully Paid,7500,36 months,165000,1.67,1.776,0.0,0.0,major_purchase,RENT,1,1,5,5.6,paid off,3,major_purchase,RENT, > 1 Year
Fully Paid,10000,36 months,21000,2.71,19.1811,19250.0,83.9,credit_card,RENT,1,1,5,4.2,paid off,3,credit_card,RENT, > 1 Year
Fully Paid,10000,36 months,65000,5.85,6.19698,4371.0,80.9,debt_consolidation,RENT,1,1,6,4.2,paid off,4,debt_consolidation,RENT, > 1 Year
Fully Paid,14500,36 months,72000,0.25,7.5595,208.0,0.4,home_improvement,MORTGAGE,1,1,11,7.0,paid off,11,home_improvement,MORTGAGE, > 1 Year
Fully Paid,16000,36 months,53000,11.95,11.7319,19064.0,41.4,debt_consolidation,OWN,1,1,19,5.4,paid off,9,debt_consolidation,OWN, > 1 Year
Fully Paid,17500,36 months,49270,23.19,14.5359,23274.0,78.1,credit_card,RENT,1,1,11,4.8,paid off,11,credit_card,RENT, > 1 Year
Fully Paid,6000,36 months,27000,20.71,8.95111,454.0,11.6,major_purchase,RENT,1,1,5,4.2,paid off,3,major_purchase,RENT, > 1 Year
Fully Paid,10000,36 months,40000,4.02,9.282,6080.0,23.6,home_improvement,MORTGAGE,1,1,8,6.6,paid off,9,home_improvement,MORTGAGE, > 1 Year
Fully Paid,1600,36 months,87500,0.27,0.706834,345.0,1.8,small_business,MORTGAGE,1,1,11,5.2,paid off,3,small_business,MORTGAGE, > 1 Year
Fully Paid,15000,36 months,48000,21.07,12.079,25052.0,40.4,debt_consolidation,MORTGAGE,1,1,18,5.2,paid off,5,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,5000,36 months,47233,10.47,4.18081,12241.0,88.7,debt_consolidation,RENT,1,1,6,6.0,paid off,10,debt_consolidation,RENT, > 1 Year
Fully Paid,6500,36 months,43000,11.39,6.08902,4490.0,62.4,debt_consolidation,RENT,1,1,5,4.2,paid off,9,debt_consolidation,RENT, > 1 Year
Charged Off,10000,36 months,90305,9.51,4.57981,16026.0,47.3,debt_consolidation,MORTGAGE,1,0,15,3.2,default,9,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,20000,36 months,305000,3.91,2.84203,185.0,18.5,home_improvement,MORTGAGE,0,1,6,3.0,paid off,11,home_improvement,MORTGAGE, > 1 Year
Fully Paid,3000,36 months,37100,17.92,3.45089,469.0,93.8,other,MORTGAGE,1,0,3,2.4,paid off,10,other,MORTGAGE, > 1 Year
Fully Paid,8000,36 months,60000,19.92,5.1538,21591.0,56.8,debt_consolidation,RENT,1,1,15,5.2,paid off,4,debt_consolidation,RENT, > 1 Year
Fully Paid,11200,36 months,60000,16.97,7.6798,8729.0,94.8,credit_card,RENT,1,1,13,5.0,paid off,3,credit_card,RENT, > 1 Year
Charged Off,4000,36 months,48804,8.73,3.30145,3e3,53.6,debt_consolidation,RENT,1,1,6,4.2,default,11,debt_consolidation,RENT, > 1 Year
Fully Paid,6600,36 months,70000,16.41,3.70389,7755.0,34.3,credit_card,RENT,1,1,13,5.8,paid off,1,credit_card,RENT, > 1 Year
Fully Paid,4500,36 months,14400,11.42,11.7308,4419.0,39.5,debt_consolidation,RENT,1,1,15,7.0,paid off,1,debt_consolidation,RENT, > 1 Year
Fully Paid,6000,36 months,24000,9.7,9.7155,1838.0,14.2,home_improvement,MORTGAGE,1,1,10,5.4,paid off,3,home_improvement,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,79000,11.33,4.75154,12379.0,43.3,credit_card,RENT,1,1,15,7.0,paid off,4,credit_card,RENT, > 1 Year
Fully Paid,6000,36 months,25000,3.31,9.27696,2702.0,31.1,debt_consolidation,RENT,1,1,9,5.2,paid off,4,debt_consolidation,RENT, > 1 Year
Fully Paid,6000,36 months,50000,14.09,4.93704,298.0,14.9,car,OWN,1,1,4,5.0,paid off,3,major_purchase,OWN, > 1 Year
Fully Paid,5000,36 months,47000,1.94,4.49285,2689.0,51.7,debt_consolidation,RENT,1,1,2,4.0,paid off,2,debt_consolidation,RENT, > 1 Year
Fully Paid,2500,36 months,38000,10.36,2.79316,417.0,59.6,home_improvement,RENT,0,1,2,2.2,paid off,2,home_improvement,RENT, > 1 Year
Fully Paid,25000,36 months,95000,8.44,10.2821,0.0,0.0,small_business,MORTGAGE,1,1,8,5.6,paid off,6,small_business,MORTGAGE, > 1 Year
Fully Paid,5000,36 months,23400,10.31,8.93077,2579.0,71.6,debt_consolidation,OWN,1,1,4,3.6,paid off,11,debt_consolidation,OWN, > 1 Year
Fully Paid,4000,36 months,72000,17.42,2.1825,13849.0,76.9,other,MORTGAGE,1,1,8,5.8,paid off,4,other,MORTGAGE, > 1 Year
Fully Paid,5000,36 months,10668,2.59,17.5939,1138.0,25.3,major_purchase,RENT,1,1,4,7.0,paid off,1,major_purchase,RENT, > 1 Year
Fully Paid,10000,36 months,150000,8.37,2.68536,14917.0,52.2,wedding,MORTGAGE,1,0,14,4.2,paid off,11,other,MORTGAGE, > 1 Year
Fully Paid,16000,36 months,78000,1.34,8.70831,3694.0,64.8,home_improvement,MORTGAGE,1,1,3,2.2,paid off,11,home_improvement,MORTGAGE, > 1 Year
Fully Paid,5600,36 months,48000,9.82,4.5585,2107.0,62.0,major_purchase,RENT,1,1,6,5.6,paid off,8,major_purchase,RENT, > 1 Year
Fully Paid,4000,36 months,50000,7.8,3.32616,4550.0,22.3,credit_card,RENT,1,1,4,3.4,paid off,5,credit_card,RENT, > 1 Year
Fully Paid,2500,36 months,80000,16.29,1.16025,32400.0,66.5,vacation,MORTGAGE,1,1,12,6.6,paid off,11,other,MORTGAGE, > 1 Year
Fully Paid,8000,36 months,85000,14.51,3.4944,4445.0,14.3,debt_consolidation,MORTGAGE,1,1,11,6.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,13000,36 months,52000,15.14,10.5035,6906.0,56.7,debt_consolidation,RENT,1,1,7,3.8,paid off,3,debt_consolidation,RENT, > 1 Year
Fully Paid,5000,36 months,65000,23.85,2.98948,30878.0,41.8,other,RENT,1,1,12,5.4,paid off,2,other,RENT, > 1 Year
Fully Paid,2500,36 months,54600,6.26,1.7189,649.0,12.0,wedding,RENT,1,1,9,7.0,paid off,3,other,RENT, > 1 Year
Fully Paid,12000,36 months,70000,22.29,6.73423,6511.0,53.4,debt_consolidation,RENT,1,1,6,5.8,paid off,7,debt_consolidation,RENT, > 1 Year
Fully Paid,8550,36 months,105999,8.11,3.11777,12222.0,39.7,credit_card,MORTGAGE,1,1,11,5.2,paid off,7,credit_card,MORTGAGE, > 1 Year
Fully Paid,6500,36 months,86500,15.95,2.78997,7087.0,16.5,debt_consolidation,MORTGAGE,1,1,15,6.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year
Fully Paid,10000,36 months,120000,8.97,3.111,7158.0,46.2,home_improvement,MORTGAGE,1,1,7,6.8,paid off,10,home_improvement,MORTGAGE, > 1 Year
Fully Paid,4000,36 months,42000,10.31,3.57514,1235.0,7.6,debt_consolidation,RENT,1,0,8,7.0,paid off,2,debt_consolidation,RENT, > 1 Year
Fully Paid,13000,36 months,31200,20.62,16.8727,16992.0,51.2,debt_consolidation,RENT,1,1,8,4.4,paid off,1,debt_consolidation,RENT, > 1 Year
Fully Paid,10000,36 months,80000,4.04,5.03505,0.0,0.0,small_business,RENT,1,1,7,4.2,paid off,2,small_business,RENT, > 1 Year
Fully Paid,8000,36 months,40000,14.55,7.8987,1214.0,8.6,major_purchase,OWN,0,1,10,6.0,paid off,11,major_purchase,OWN, > 1 Year
Fully Paid,10000,36 months,51000,7.18,7.36024,8658.0,41.8,other,RENT,1,1,6,7.0,paid off,1,other,RENT, > 1 Year
Fully Paid,10000,36 months,68000,15.37,6.14629,7552.0,84.9,credit_card,MORTGAGE,1,0,6,3.6,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,5500,36 months,58800,8.49,3.45388,16785.0,14.6,other,MORTGAGE,1,1,21,6.4,paid off,11,other,MORTGAGE, > 1 Year
Fully Paid,3000,36 months,110000,10.05,1.12211,22698.0,75.7,moving,RENT,1,1,15,5.0,paid off,7,other,RENT, > 1 Year
Fully Paid,10000,36 months,69000,10.57,5.60191,14197.0,22.5,wedding,MORTGAGE,1,1,9,5.2,paid off,11,other,MORTGAGE, > 1 Year
Fully Paid,2500,36 months,66560,10.26,1.37939,2514.0,6.7,home_improvement,MORTGAGE,1,1,12,6.2,paid off,11,home_improvement,MORTGAGE, > 1 Year
Fully Paid,5000,36 months,33000,17.09,5.92,3910.0,17.2,debt_consolidation,RENT,1,1,16,5.6,paid off,6,debt_consolidation,RENT, > 1 Year
Fully Paid,6000,36 months,70000,19.59,3.21754,5420.0,53.7,credit_card,MORTGAGE,1,1,6,7.0,paid off,11,credit_card,MORTGAGE, > 1 Year
Fully Paid,7500,36 months,55000,14.62,5.11876,210.0,9.5,major_purchase,RENT,1,1,8,7.0,paid off,2,major_purchase,RENT, > 1 Year
Fully Paid,5000,36 months,75000,2.32,2.4616,2814.0,7.2,medical,MORTGAGE,1,1,14,6.4,paid off,11,medical,MORTGAGE, > 1 Year
Fully Paid,6000,36 months,19200,24.44,12.0794,6441.0,45.4,debt_consolidation,RENT,1,1,4,5.2,paid off,1,debt_consolidation,RENT, > 1 Year
Fully Paid,6000,36 months,59578,23.77,4.16509,25181.0,63.0,other,RENT,1,1,9,3.2,paid off,11,other,RENT, > 1 Year
Fully Paid,2500,36 months,24000,9.05,3.8675,2650.0,4.2,home_improvement,MORTGAGE,1,1,14,6.6,paid off,11,home_improvement,MORTGAGE, > 1 Year
Fully Paid,8400,36 months,45000,15.15,7.55893,6513.0,88.0,credit_card,RENT,1,1,8,4.4,paid off,3,credit_card,RENT, > 1 Year
